route_id,system_a_id,system_a_name,system_b_id,system_b_name,cluster_a,cluster_b,route_class,baseline_status,priority_travel_band,civilian_travel_band,source,narrative_note
RT-0619,I06-03,Junoos,I06-04,Kestune,Ilyr Crownward,Ilyr Crownward,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Ilyr Crownward local continuity route
RT-0620,I06-10,Xaroos,I06-03,Junoos,Ilyr Crownward,Ilyr Crownward,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Ilyr Crownward gateway access
RT-0621,I06-04,Kestune,I06-05,Amonas,Ilyr Crownward,Ilyr Crownward,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Ilyr Crownward local continuity route
RT-0622,I06-10,Xaroos,I06-04,Kestune,Ilyr Crownward,Ilyr Crownward,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Ilyr Crownward gateway access
RT-0623,I06-05,Amonas,I06-06,Ulenar,Ilyr Crownward,Ilyr Crownward,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Ilyr Crownward local continuity route
RT-0624,I06-10,Xaroos,I06-05,Amonas,Ilyr Crownward,Ilyr Crownward,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Ilyr Crownward gateway access
RT-0625,I06-06,Ulenar,I06-07,Garoorn,Ilyr Crownward,Ilyr Crownward,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Ilyr Crownward local continuity route
RT-0626,I06-10,Xaroos,I06-06,Ulenar,Ilyr Crownward,Ilyr Crownward,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Ilyr Crownward gateway access
RT-0627,I06-07,Garoorn,I06-08,Xaroorn,Ilyr Crownward,Ilyr Crownward,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Ilyr Crownward local continuity route
RT-0628,I06-10,Xaroos,I06-07,Garoorn,Ilyr Crownward,Ilyr Crownward,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Ilyr Crownward gateway access
RT-0629,I06-08,Xaroorn,I06-09,Areliel,Ilyr Crownward,Ilyr Crownward,cluster local ring,damaged,0.5–1.5 days,1–4 days,deterministic local ring,Ilyr Crownward local continuity route
RT-0630,I06-09,Areliel,I06-10,Xaroos,Ilyr Crownward,Ilyr Crownward,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Ilyr Crownward local continuity route
RT-0631,I06-10,Xaroos,I06-11,Iriaia,Ilyr Crownward,Ilyr Crownward,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Ilyr Crownward local continuity route
RT-0632,I06-10,Xaroos,I06-12,Yveneth,Ilyr Crownward,Ilyr Crownward,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Ilyr Crownward gateway access
RT-0633,I06-10,Xaroos,I07-10,Joraar,Ilyr Crownward,Vesta Ring,trunk,stable,0.5–2 days,1–6 days,cluster backbone,Inner administrative ring
RT-0634,I06-10,Xaroos,M12-12,Fennis,Ilyr Crownward,Lentz Garden,regional,stable,1–4 days,2–14 days,cluster backbone,Medical/care corridor
RT-0635,I06-11,Iriaia,I06-12,Yveneth,Ilyr Crownward,Ilyr Crownward,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Ilyr Crownward local continuity route
RT-0636,I07-01,Seraor,I07-02,Miraiel,Vesta Ring,Vesta Ring,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Vesta Ring local continuity route
RT-0637,I07-10,Joraar,I07-01,Seraor,Vesta Ring,Vesta Ring,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Vesta Ring gateway access
RT-0638,I07-12,Ossaeth,I07-01,Seraor,Vesta Ring,Vesta Ring,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Vesta Ring local continuity route
RT-0639,I07-02,Miraiel,I07-03,Xaroiel,Vesta Ring,Vesta Ring,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Vesta Ring local continuity route
RT-0640,I07-10,Joraar,I07-02,Miraiel,Vesta Ring,Vesta Ring,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Vesta Ring gateway access
RT-0641,I07-03,Xaroiel,I07-04,Belos,Vesta Ring,Vesta Ring,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Vesta Ring local continuity route
RT-0642,I07-04,Belos,I07-05,Raveladia,Vesta Ring,Vesta Ring,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Vesta Ring local continuity route
RT-0643,I07-10,Joraar,I07-04,Belos,Vesta Ring,Vesta Ring,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Vesta Ring gateway access
RT-0644,I07-05,Raveladia,I07-06,Xaroeth,Vesta Ring,Vesta Ring,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Vesta Ring local continuity route
RT-0645,I07-10,Joraar,I07-05,Raveladia,Vesta Ring,Vesta Ring,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Vesta Ring gateway access
RT-0646,I07-06,Xaroeth,I07-07,Letoadia,Vesta Ring,Vesta Ring,cluster local ring,intermittent,0.5–1.5 days,1–4 days,deterministic local ring,Vesta Ring local continuity route
RT-0647,I07-10,Joraar,I07-06,Xaroeth,Vesta Ring,Vesta Ring,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Vesta Ring gateway access
RT-0648,I07-07,Letoadia,I07-08,Noxen,Vesta Ring,Vesta Ring,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Vesta Ring local continuity route
RT-0649,I07-10,Joraar,I07-07,Letoadia,Vesta Ring,Vesta Ring,cluster gateway spoke,intermittent,0.5–1.5 days,1–4 days,deterministic gateway spoke,Vesta Ring gateway access
RT-0650,I07-08,Noxen,I07-09,Xaroas,Vesta Ring,Vesta Ring,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Vesta Ring local continuity route
RT-0651,I07-10,Joraar,I07-08,Noxen,Vesta Ring,Vesta Ring,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Vesta Ring gateway access
RT-0652,I07-09,Xaroas,I07-10,Joraar,Vesta Ring,Vesta Ring,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Vesta Ring local continuity route
RT-0653,I07-10,Joraar,I07-11,Noxion,Vesta Ring,Vesta Ring,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Vesta Ring local continuity route
RT-0654,I07-10,Joraar,I07-12,Ossaeth,Vesta Ring,Vesta Ring,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Vesta Ring gateway access
RT-0655,I07-10,Joraar,I08-11,Bexiel,Vesta Ring,Orison March,trunk,stable,0.5–2 days,1–6 days,cluster backbone,Training/provincial route
RT-0656,I07-10,Joraar,M13-04,Junoune,Vesta Ring,Or Archive,regional,stable,1–4 days,2–14 days,cluster backbone,Education and record corridor
RT-0657,I07-11,Noxion,I07-12,Ossaeth,Vesta Ring,Vesta Ring,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Vesta Ring local continuity route
RT-0658,I08-01,Xaroer,I08-02,Galenora,Orison March,Orison March,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Orison March local continuity route
RT-0659,I08-11,Bexiel,I08-01,Xaroer,Orison March,Orison March,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Orison March gateway access
RT-0660,I08-12,Torenor,I08-01,Xaroer,Orison March,Orison March,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Orison March local continuity route
RT-0661,I08-02,Galenora,I08-03,Arelar,Orison March,Orison March,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Orison March local continuity route
RT-0662,I08-11,Bexiel,I08-02,Galenora,Orison March,Orison March,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Orison March gateway access
RT-0663,I08-03,Arelar,I08-04,Junoer,Orison March,Orison March,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Orison March local continuity route
RT-0664,I08-04,Junoer,I08-05,Fennadia,Orison March,Orison March,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Orison March local continuity route
RT-0665,I08-11,Bexiel,I08-04,Junoer,Orison March,Orison March,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Orison March gateway access
RT-0666,I08-05,Fennadia,I08-06,Kestum,Orison March,Orison March,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Orison March local continuity route
RT-0667,I08-11,Bexiel,I08-05,Fennadia,Orison March,Orison March,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Orison March gateway access
RT-0668,I08-06,Kestum,I08-07,Orineon,Orison March,Orison March,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Orison March local continuity route
RT-0669,I08-11,Bexiel,I08-06,Kestum,Orison March,Orison March,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Orison March gateway access
RT-0670,I08-07,Orineon,I08-08,Letoorn,Orison March,Orison March,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Orison March local continuity route
RT-0671,I08-11,Bexiel,I08-07,Orineon,Orison March,Orison March,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Orison March gateway access
RT-0672,I08-08,Letoorn,I08-09,Liorayr,Orison March,Orison March,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Orison March local continuity route
RT-0673,I08-11,Bexiel,I08-08,Letoorn,Orison March,Orison March,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Orison March gateway access
RT-0674,I08-09,Liorayr,I08-10,Rinen,Orison March,Orison March,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Orison March local continuity route
RT-0675,I08-11,Bexiel,I08-09,Liorayr,Orison March,Orison March,cluster gateway spoke,stable,0.5–1.5 days,1–4 days,deterministic gateway spoke,Orison March gateway access
RT-0676,I08-10,Rinen,I08-11,Bexiel,Orison March,Orison March,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Orison March local continuity route
RT-0677,I08-11,Bexiel,I08-12,Torenor,Orison March,Orison March,cluster local ring,stable,0.5–1.5 days,1–4 days,deterministic local ring,Orison March local continuity route
RT-0678,I08-11,Bexiel,M10-04,Ravela,Orison March,Dove Belt,regional,stable,1–4 days,2–14 days,cluster backbone,Provincial access route
RT-0679,M01-01,Marn,M01-02,Veyiel,Marn Grave,Marn Grave,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Marn Grave local continuity route
RT-0680,M01-10,Quenadia,M01-01,Marn,Marn Grave,Marn Grave,cluster gateway spoke,damaged,0.5–2 days,1–6 days,deterministic gateway spoke,Marn Grave gateway access
RT-0681,M01-12,Ravelyr,M01-01,Marn,Marn Grave,Marn Grave,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Marn Grave local continuity route
RT-0682,M01-02,Veyiel,M01-03,Arelan,Marn Grave,Marn Grave,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Marn Grave local continuity route
RT-0683,M01-10,Quenadia,M01-02,Veyiel,Marn Grave,Marn Grave,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Marn Grave gateway access
RT-0684,M01-03,Arelan,M01-04,Amonara,Marn Grave,Marn Grave,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Marn Grave local continuity route
RT-0685,M01-10,Quenadia,M01-03,Arelan,Marn Grave,Marn Grave,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Marn Grave gateway access
RT-0686,M01-04,Amonara,M01-05,Peraas,Marn Grave,Marn Grave,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Marn Grave local continuity route
RT-0687,M01-10,Quenadia,M01-04,Amonara,Marn Grave,Marn Grave,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Marn Grave gateway access
RT-0688,M01-05,Peraas,M01-06,Belara,Marn Grave,Marn Grave,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Marn Grave local continuity route
RT-0689,M01-10,Quenadia,M01-05,Peraas,Marn Grave,Marn Grave,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Marn Grave gateway access
RT-0690,M01-06,Belara,M01-07,Arelis,Marn Grave,Marn Grave,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Marn Grave local continuity route
RT-0691,M01-07,Arelis,M01-08,Ulenis,Marn Grave,Marn Grave,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Marn Grave local continuity route
RT-0692,M01-10,Quenadia,M01-07,Arelis,Marn Grave,Marn Grave,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Marn Grave gateway access
RT-0693,M01-08,Ulenis,M01-09,Yvenes,Marn Grave,Marn Grave,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Marn Grave local continuity route
RT-0694,M01-10,Quenadia,M01-08,Ulenis,Marn Grave,Marn Grave,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Marn Grave gateway access
RT-0695,M01-09,Yvenes,M01-10,Quenadia,Marn Grave,Marn Grave,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Marn Grave local continuity route
RT-0696,M01-10,Quenadia,M01-11,Karaum,Marn Grave,Marn Grave,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Marn Grave local continuity route
RT-0697,M01-10,Quenadia,M02-07,Ravelos,Marn Grave,Silex Corridor,damaged bypass,damaged,1–4 days when open,2–14 days or longer,cluster backbone,GA2 damaged approach
RT-0698,M01-10,Quenadia,M09-10,Garoeth,Marn Grave,Varka Passage,cross regional,damaged,1–4 days when open,2–14 days or longer,cluster backbone,Salvage-independent shortcut
RT-0699,M15-04,Erisadia,M01-10,Quenadia,Cardo Verge,Marn Grave,regional,restricted,1–4 days,2–14 days plus authorization delay,cluster backbone,Opening-to-salvage connection
RT-0700,M01-11,Karaum,M01-12,Ravelyr,Marn Grave,Marn Grave,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Marn Grave local continuity route
RT-0701,M02-01,Silex,M02-02,Ivenen,Silex Corridor,Silex Corridor,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Silex Corridor local continuity route
RT-0702,M02-07,Ravelos,M02-01,Silex,Silex Corridor,Silex Corridor,cluster gateway spoke,damaged,0.5–2 days,1–6 days,deterministic gateway spoke,Silex Corridor gateway access
RT-0703,M02-12,Junoa,M02-01,Silex,Silex Corridor,Silex Corridor,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Silex Corridor local continuity route
RT-0704,M02-02,Ivenen,M02-03,Karaos,Silex Corridor,Silex Corridor,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Silex Corridor local continuity route
RT-0705,M02-03,Karaos,M02-04,Belorn,Silex Corridor,Silex Corridor,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Silex Corridor local continuity route
RT-0706,M02-04,Belorn,M02-05,Garoessa,Silex Corridor,Silex Corridor,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Silex Corridor local continuity route
RT-0707,M02-07,Ravelos,M02-04,Belorn,Silex Corridor,Silex Corridor,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Silex Corridor gateway access
RT-0708,M02-05,Garoessa,M02-06,Faroessa,Silex Corridor,Silex Corridor,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Silex Corridor local continuity route
RT-0709,M02-06,Faroessa,M02-07,Ravelos,Silex Corridor,Silex Corridor,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Silex Corridor local continuity route
RT-0710,M02-07,Ravelos,M02-08,Peraia,Silex Corridor,Silex Corridor,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Silex Corridor local continuity route
RT-0711,M02-07,Ravelos,M02-10,Ulena,Silex Corridor,Silex Corridor,cluster gateway spoke,damaged,0.5–2 days,1–6 days,deterministic gateway spoke,Silex Corridor gateway access
RT-0712,M02-07,Ravelos,M02-11,Ivenin,Silex Corridor,Silex Corridor,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Silex Corridor gateway access
RT-0713,M02-07,Ravelos,M02-12,Junoa,Silex Corridor,Silex Corridor,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Silex Corridor gateway access
RT-0714,M02-07,Ravelos,M03-09,Coras,Silex Corridor,Ardis Reach,damaged bypass,intermittent,1–4 days when open,2–14 days or longer,cluster backbone,GA2-GA3 launch route
RT-0715,M02-08,Peraia,M02-09,Darinora,Silex Corridor,Silex Corridor,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Silex Corridor local continuity route
RT-0716,M02-09,Darinora,M02-10,Ulena,Silex Corridor,Silex Corridor,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Silex Corridor local continuity route
RT-0717,M02-10,Ulena,M02-11,Ivenin,Silex Corridor,Silex Corridor,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Silex Corridor local continuity route
RT-0718,M02-11,Ivenin,M02-12,Junoa,Silex Corridor,Silex Corridor,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Silex Corridor local continuity route
RT-0719,M03-01,Ardis,M03-02,Lioraora,Ardis Reach,Ardis Reach,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Ardis Reach local continuity route
RT-0720,M03-09,Coras,M03-01,Ardis,Ardis Reach,Ardis Reach,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Ardis Reach gateway access
RT-0721,M03-12,Iriaar,M03-01,Ardis,Ardis Reach,Ardis Reach,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Ardis Reach local continuity route
RT-0722,M03-02,Lioraora,M03-03,Kesten,Ardis Reach,Ardis Reach,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Ardis Reach local continuity route
RT-0723,M03-03,Kesten,M03-04,Iriaion,Ardis Reach,Ardis Reach,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Ardis Reach local continuity route
RT-0724,M03-09,Coras,M03-03,Kesten,Ardis Reach,Ardis Reach,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Ardis Reach gateway access
RT-0725,M03-04,Iriaion,M03-05,Iriaor,Ardis Reach,Ardis Reach,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Ardis Reach local continuity route
RT-0726,M03-09,Coras,M03-04,Iriaion,Ardis Reach,Ardis Reach,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Ardis Reach gateway access
RT-0727,M03-05,Iriaor,M03-06,Noxer,Ardis Reach,Ardis Reach,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Ardis Reach local continuity route
RT-0728,M03-09,Coras,M03-05,Iriaor,Ardis Reach,Ardis Reach,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Ardis Reach gateway access
RT-0729,M03-06,Noxer,M03-07,Haleia,Ardis Reach,Ardis Reach,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Ardis Reach local continuity route
RT-0730,M03-07,Haleia,M03-08,Caelion,Ardis Reach,Ardis Reach,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Ardis Reach local continuity route
RT-0731,M03-09,Coras,M03-07,Haleia,Ardis Reach,Ardis Reach,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Ardis Reach gateway access
RT-0732,M03-08,Caelion,M03-09,Coras,Ardis Reach,Ardis Reach,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Ardis Reach local continuity route
RT-0733,M03-09,Coras,M03-10,Orinyr,Ardis Reach,Ardis Reach,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Ardis Reach local continuity route
RT-0734,M03-09,Coras,M03-11,Esenin,Ardis Reach,Ardis Reach,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Ardis Reach gateway access
RT-0735,M03-09,Coras,M04-09,Esenara,Ardis Reach,Cinder Basin,regional,restricted,1–4 days,2–14 days plus authorization delay,cluster backbone,Industrial recovery path
RT-0736,M03-10,Orinyr,M03-11,Esenin,Ardis Reach,Ardis Reach,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Ardis Reach local continuity route
RT-0737,M03-11,Esenin,M03-12,Iriaar,Ardis Reach,Ardis Reach,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Ardis Reach local continuity route
RT-0738,M04-01,Kestin,M04-02,Demees,Cinder Basin,Cinder Basin,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Cinder Basin local continuity route
RT-0739,M04-09,Esenara,M04-01,Kestin,Cinder Basin,Cinder Basin,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Cinder Basin gateway access
RT-0740,M04-12,Caelorn,M04-01,Kestin,Cinder Basin,Cinder Basin,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Cinder Basin local continuity route
RT-0741,M04-02,Demees,M04-03,Orinadia,Cinder Basin,Cinder Basin,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Cinder Basin local continuity route
RT-0742,M04-09,Esenara,M04-02,Demees,Cinder Basin,Cinder Basin,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Cinder Basin gateway access
RT-0743,M04-03,Orinadia,M04-04,Faroum,Cinder Basin,Cinder Basin,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Cinder Basin local continuity route
RT-0744,M04-09,Esenara,M04-03,Orinadia,Cinder Basin,Cinder Basin,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Cinder Basin gateway access
RT-0745,M04-04,Faroum,M04-05,Zarekan,Cinder Basin,Cinder Basin,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Cinder Basin local continuity route
RT-0746,M04-09,Esenara,M04-04,Faroum,Cinder Basin,Cinder Basin,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Cinder Basin gateway access
RT-0747,M04-05,Zarekan,M04-06,Darinar,Cinder Basin,Cinder Basin,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Cinder Basin local continuity route
RT-0748,M04-09,Esenara,M04-05,Zarekan,Cinder Basin,Cinder Basin,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Cinder Basin gateway access
RT-0749,M04-06,Darinar,M04-07,Ivenor,Cinder Basin,Cinder Basin,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Cinder Basin local continuity route
RT-0750,M04-09,Esenara,M04-06,Darinar,Cinder Basin,Cinder Basin,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Cinder Basin gateway access
RT-0751,M04-07,Ivenor,M04-08,Tavaiel,Cinder Basin,Cinder Basin,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Cinder Basin local continuity route
RT-0752,M04-09,Esenara,M04-07,Ivenor,Cinder Basin,Cinder Basin,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Cinder Basin gateway access
RT-0753,M04-08,Tavaiel,M04-09,Esenara,Cinder Basin,Cinder Basin,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Cinder Basin local continuity route
RT-0754,M04-09,Esenara,M04-10,Haleas,Cinder Basin,Cinder Basin,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Cinder Basin local continuity route
RT-0755,M04-09,Esenara,M05-01,Ravelan,Cinder Basin,Glasswater,regional,stable,1–4 days,2–14 days,cluster backbone,Refining-medical route
RT-0756,M04-10,Haleas,M04-11,Letoas,Cinder Basin,Cinder Basin,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Cinder Basin local continuity route
RT-0757,M04-11,Letoas,M04-12,Caelorn,Cinder Basin,Cinder Basin,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Cinder Basin local continuity route
RT-0758,M05-01,Ravelan,M05-02,Darinion,Glasswater,Glasswater,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Glasswater local continuity route
RT-0759,M05-01,Ravelan,M05-04,Bexorn,Glasswater,Glasswater,cluster gateway spoke,intermittent,0.5–2 days,1–6 days,deterministic gateway spoke,Glasswater gateway access
RT-0760,M05-01,Ravelan,M05-06,Coros,Glasswater,Glasswater,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Glasswater gateway access
RT-0761,M05-01,Ravelan,M05-07,Junoyr,Glasswater,Glasswater,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Glasswater gateway access
RT-0762,M05-01,Ravelan,M05-09,Hessan,Glasswater,Glasswater,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Glasswater gateway access
RT-0763,M05-01,Ravelan,M05-10,Bexan,Glasswater,Glasswater,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Glasswater gateway access
RT-0764,M05-01,Ravelan,M05-11,Sorinor,Glasswater,Glasswater,cluster gateway spoke,stable,0.5–2 days,1–6 days,deterministic gateway spoke,Glasswater gateway access
RT-0765,M05-12,Galener,M05-01,Ravelan,Glasswater,Glasswater,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Glasswater local continuity route
RT-0766,M05-01,Ravelan,M06-08,Halees,Glasswater,Helion Span,regional,stable,1–4 days,2–14 days,cluster backbone,Medical/logistics link
RT-0767,M05-02,Darinion,M05-03,Ivenessa,Glasswater,Glasswater,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Glasswater local continuity route
RT-0768,M05-03,Ivenessa,M05-04,Bexorn,Glasswater,Glasswater,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Glasswater local continuity route
RT-0769,M05-04,Bexorn,M05-05,Fennin,Glasswater,Glasswater,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Glasswater local continuity route
RT-0770,M05-05,Fennin,M05-06,Coros,Glasswater,Glasswater,cluster local ring,damaged,0.5–2.5 days,1–8 days,deterministic local ring,Glasswater local continuity route
RT-0771,M05-06,Coros,M05-07,Junoyr,Glasswater,Glasswater,cluster local ring,stable,0.5–2.5 days,1–8 days,deterministic local ring,Glasswater local continuity route
RT-0772,M05-07,Junoyr,M05-08,Darinin,Glasswater,Glasswater,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Glasswater local continuity route
RT-0773,M05-08,Darinin,M05-09,Hessan,Glasswater,Glasswater,cluster local ring,intermittent,0.5–2.5 days,1–8 days,deterministic local ring,Glasswater local continuity route
