source_row_id,source_key,source_file,source_line,arc,section,source_id,title,normalized_record_ids,entry_kinds,primary_domain,domain_tags,desire_phases,record_states,acquisition_text,integration_text,cost_text,loss_exit_text,ending_text,later_reuse_text,entity_id_candidate,subject_ids,host_id_candidate,current_holder,canon_tier,classification_basis,classification_reason,review_flags,canon_promotion
NC-CL-S-000037,docs/09_collection/first-100-collectible-registry-v1.md#R-012,docs/09_collection/first-100-collectible-registry-v1.md,367,GA1,"Records, Rights and Legal Collection",R-012,07 Multi-Party Custody and Command Key Scheme,NC-CL-R-000106|NC-CL-R-000107|NC-CL-R-000108|NC-CL-R-000109,RELATIONSHIP|CONTROL_CLAIM|LOSS_OBLIGATION|SET,C2,C2|C7,ACQUISITION|SYNERGY,G,E39–45 and E93–100,no single faction/person can deploy/erase frame/core,delayed response and complicated emergency access,,`G — early model for later distributed command` --,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,다자 보관관계·지휘권·지연부담·기능세트가 결합,PM_MERGE_REQUIRED,NONE
NC-CL-S-000038,docs/09_collection/first-100-collectible-registry-v1.md#I-001,docs/09_collection/first-100-collectible-registry-v1.md,378,GA1,Institutions and Collective Assets,I-001,Student Mutual Network / Assembly Seed,NC-CL-R-000110|NC-CL-R-000111,ENTITY|RELATIONSHIP,C1,C1|C7,DISCOVERY|SYNERGY,G,mutual fund E27–32; preference process E73–84,representation/evacuation/charter E85–100,"factional division, surveillance, elected leaders can be captured",,"`G — limited assembly, not united student nation`",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,학생 조직 실체와 대표·상호부조 관계가 결합,PM_MERGE_REQUIRED,NONE
NC-CL-S-000039,docs/09_collection/first-100-collectible-registry-v1.md#I-002,docs/09_collection/first-100-collectible-registry-v1.md,386,GA1,Institutions and Collective Assets,I-002,Open-Service Workshop Seed,NC-CL-R-000112|NC-CL-R-000113|NC-CL-R-000114,ENTITY|CONTROL_CLAIM|LOSS_OBLIGATION,C3,C3|C6|C7,DISCOVERY|ACQUISITION|SYNERGY,G,component recovery/documentation E21–45,Black Ward adapters and siege repair,"Helix claims, safety, worker time, unauthorized weapons spread",,`G — charter-recognized workshop under audit`,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,작업장 실체와 승인·감사권·안전부담이 결합,PM_MERGE_REQUIRED,NONE
NC-CL-S-000040,docs/09_collection/first-100-collectible-registry-v1.md#I-003,docs/09_collection/first-100-collectible-registry-v1.md,394,GA1,Institutions and Collective Assets,I-003,Multi-Party Medical Oversight,NC-CL-R-000115|NC-CL-R-000116|NC-CL-R-000117|NC-CL-R-000118,ENTITY|RELATIONSHIP|CONTROL_CLAIM|LOSS_OBLIGATION,C1,C1|C7,SYNERGY,G,E52–72,"patients, AI witness, siege medical zones, charter","data disputes, supply dependence, slower research",,`G`,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,감독기구·다자관계와 의료권한·공급책임이 결합,PM_MERGE_REQUIRED,NONE
NC-CL-S-000041,docs/09_collection/first-100-collectible-registry-v1.md#I-004,docs/09_collection/first-100-collectible-registry-v1.md,401,GA1,Institutions and Collective Assets,I-004,Fifth-Answer Myth,NC-CL-R-000119|NC-CL-R-000120,STATE_TRANSITION|NARRATIVE_PROMISE,C1,C1|C7,DISCOVERY|SYNERGY|COMPLETION_LEGACY,R,,student organizing and charter language,"reckless imitation, protagonist myth, simplification",,"`R — principle becomes shared-risk/authority, not clever loophole`",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,사회적 신화 약속과 원칙 재해석 전이가 결합,PM_MERGE_REQUIRED,NONE
NC-CL-S-000042,docs/09_collection/first-100-collectible-registry-v1.md#I-005,docs/09_collection/first-100-collectible-registry-v1.md,410,GA1,Institutions and Collective Assets,I-005,Academy Alumni/External Mission Cell,NC-CL-R-000121|NC-CL-R-000122|NC-CL-R-000123,ENTITY|RELATIONSHIP|CONTROL_CLAIM,C1,C1|C5|C7,ACQUISITION|SYNERGY,C,E93–100,GA2 ship/contract structure,"academy reputation, sponsor influence, members can choose other factions",,`C/G — first licensed autonomous mission unit` --,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,DRY_RUN_REVIEWED,임무조직 실체·구성원 관계와 면허권이 결합,PM_MERGE_REQUIRED,NONE
NC-CL-S-000043,docs/09_collection/ga2-collection-registry-v1.md#G2-P01,docs/09_collection/ga2-collection-registry-v1.md,31,GA2,Crew and Relationship Targets,G2-P01,CAP-001 / Ship Master,NC-CL-R-000124|NC-CL-R-000125|NC-CL-R-000126|NC-CL-R-000127,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1|C5|C7,DISCOVERY|ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,conditional command agreement and first voyage.,navigation/ship safety/surrender/crew discipline.,P-001 loses unilateral movement and emergency authority.,"resignation, suspension, crew vote/claim conflict, unacceptable mission.",`G — independent captain under distributed ship charter`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000044,docs/09_collection/ga2-collection-registry-v1.md#G2-P02,docs/09_collection/ga2-collection-registry-v1.md,51,GA2,Crew and Relationship Targets,G2-P02,ENG-001 / Chief Engineer,NC-CL-R-000128|NC-CL-R-000129|NC-CL-R-000130|NC-CL-R-000131,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1,DISCOVERY|ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,"defect disclosure, wage/safety terms.",reactor/cooling/ship technical stop and H-002 mentorship/conflict.,"slower repair, certification debt, old-complicity exposure.",,"`G — chief engineer sharing modification authority, not owner of H-002 work`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000045,docs/09_collection/ga2-collection-registry-v1.md#G2-P03,docs/09_collection/ga2-collection-registry-v1.md,68,GA2,Crew and Relationship Targets,G2-P03,NAV-001 / Route Pilot,NC-CL-R-000132|NC-CL-R-000133|NC-CL-R-000134|NC-CL-R-000135,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1|C8,ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,current route license and damaged-route knowledge.,"route/queue/phase-window decisions, Silex access.","side obligations, limited safety margins, route information not fully public.",,`G — ship navigator with independent route contacts`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000046,docs/09_collection/ga2-collection-registry-v1.md#G2-P04,docs/09_collection/ga2-collection-registry-v1.md,82,GA2,Crew and Relationship Targets,G2-P04,Q-001 / Quartermaster-Claims Officer,NC-CL-R-000136|NC-CL-R-000137|NC-CL-R-000138|NC-CL-R-000139,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1,ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,title/manifest/wage and cargo legal work.,module/cargo/passenger allocation and ship solvency.,visible refusal of “small exceptions”; personal claim/reputation risk.,,"`G — crew/mission trust purser, not moral owner of resources`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000047,docs/09_collection/ga2-collection-registry-v1.md#G2-P05,docs/09_collection/ga2-collection-registry-v1.md,96,GA2,Crew and Relationship Targets,G2-P05,Old Crew/Worker Claimants,NC-CL-R-000140|NC-CL-R-000141|NC-CL-R-000142|NC-CL-R-000143,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1,DISCOVERY|ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,"survey, repair labor, revenue share, testimony.","hull history, maintenance, crew culture, ghost-ship claim.",pay/revenue obligations and resistance to cadet authority.,,"`G/L — some remain, some paid/leave, claims persist institutionally`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000048,docs/09_collection/ga2-collection-registry-v1.md#G2-P06,docs/09_collection/ga2-collection-registry-v1.md,116,GA2,Crew and Relationship Targets,G2-P06,Ghost-Caravan Residents/Workers,NC-CL-R-000144|NC-CL-R-000145|NC-CL-R-000146,RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1,DISCOVERY|ACQUISITION|SYNERGY|COMPLETION_LEGACY,C,recognition of residence/labor/salvage rights.,"genuine service module, old route/ship history, worker network.","protection/payment/revenue share, no clean salvage capture.",,`C/G — independent claimants and technical allies`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000049,docs/09_collection/ga2-collection-registry-v1.md#G2-P07,docs/09_collection/ga2-collection-registry-v1.md,133,GA2,Crew and Relationship Targets,G2-P07,Brann–Neris Standards/Worker Council,NC-CL-R-000147|NC-CL-R-000148|NC-CL-R-000149|NC-CL-R-000150,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1|C7,DISCOVERY|ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,accident investigation and emergency standard negotiation.,"tests, certification, labor/user representation and Silex mission.","internal split, liability, political targeting.",,"`G — provisional council, not unified permanent faction`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000050,docs/09_collection/ga2-collection-registry-v1.md#G2-P08,docs/09_collection/ga2-collection-registry-v1.md,150,GA2,Crew and Relationship Targets,G2-P08,Community Destination Groups,NC-CL-R-000151|NC-CL-R-000152|NC-CL-R-000153|NC-CL-R-000154,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1|C8,SYNERGY|COMPLETION_LEGACY,G,,"route obligations, representation and later independent choices.",separation and unequal outcomes.,,`G/L — community physically dispersed; route federation seed exists`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000051,docs/09_collection/ga2-collection-registry-v1.md#G2-P09,docs/09_collection/ga2-collection-registry-v1.md,172,GA2,Crew and Relationship Targets,G2-P09,Regional Helix Manufacturing/Service Dissenters,NC-CL-R-000155|NC-CL-R-000156|NC-CL-R-000157,RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1,DISCOVERY|ACQUISITION|SYNERGY|COMPLETION_LEGACY,C,"safety investigation, limited licensing or worker alliance.","certified parts, tests, internal Helix split.",not full allies; contracts/data/liability and corporate retaliation.,,"`C — bounded cooperation, finance/security hostility remains`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000052,docs/09_collection/ga2-collection-registry-v1.md#G2-P10,docs/09_collection/ga2-collection-registry-v1.md,189,GA2,Crew and Relationship Targets,G2-P10,Local Silex/Ardis Operators,NC-CL-R-000158|NC-CL-R-000159|NC-CL-R-000160,RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C1,C1,DISCOVERY|ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,access and repair conditions.,physical node operation and GA3 invitation.,local ownership/political demands; may deny hero plan.,,"`G — local partners/claimants, not protagonist subjects`. --",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000053,docs/09_collection/ga2-collection-registry-v1.md#G2-S01,docs/09_collection/ga2-collection-registry-v1.md,210,GA2,"First Ship Hull, Module and Systems Targets",G2-S01,NR72-118 Mission Trust / Operational Hull,NC-CL-R-000161|NC-CL-R-000162|NC-CL-R-000163|NC-CL-R-000164,ENTITY|RELATIONSHIP|STATE_TRANSITION|LOSS_OBLIGATION,C5,C5,DISCOVERY|ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,"E101–121 through lease, claims, crew and certification.",actual travel/missions.,"debt, wage, insurance, inspections, mission obligations.","repossession, grounding, crew departure, severe damage.","`G — functioning but indebted, split-right ship`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000054,docs/09_collection/ga2-collection-registry-v1.md#G2-S02,docs/09_collection/ga2-collection-registry-v1.md,230,GA2,"First Ship Hull, Module and Systems Targets",G2-S02,Ship Command Charter,NC-CL-R-000165|NC-CL-R-000166|NC-CL-R-000167,CONTROL_CLAIM|STATE_TRANSITION|LOSS_OBLIGATION,C5,C5|C7,SYNERGY|COMPLETION_LEGACY,G,E108–114 provisional; revised after incidents and E206–210.,captain/mission/engineering/medical/logistics/data authority.,delay and veto conflicts.,,`G/R — proven and revised distributed command`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000055,docs/09_collection/ga2-collection-registry-v1.md#G2-S03,docs/09_collection/ga2-collection-registry-v1.md,244,GA2,"First Ship Hull, Module and Systems Targets",G2-S03,Reactor A Transit Certification,NC-CL-R-000168|NC-CL-R-000169,STATE_TRANSITION|LOSS_OBLIGATION,C3,C3|C5|C6,SYNERGY|COMPLETION_LEGACY,G,E115–121.,minimum route and mission power.,limited output and inspection.,,`G`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000056,docs/09_collection/ga2-collection-registry-v1.md#G2-S04,docs/09_collection/ga2-collection-registry-v1.md,258,GA2,"First Ship Hull, Module and Systems Targets",G2-S04,Reactor B Restricted Peak Support,NC-CL-R-000170|NC-CL-R-000171,STATE_TRANSITION|LOSS_OBLIGATION,C3,C3|C5|C6,DISCOVERY|SYNERGY|COMPLETION_LEGACY,C,,,"high heat, certification, failure risk.",,`C/G — usable only under explicit conditions`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000057,docs/09_collection/ga2-collection-registry-v1.md#G2-S05,docs/09_collection/ga2-collection-registry-v1.md,272,GA2,"First Ship Hull, Module and Systems Targets",G2-S05,Common-Coolant Bypass,NC-CL-R-000172|NC-CL-R-000173,STATE_TRANSITION|LOSS_OBLIGATION,C3,C3|C5,SYNERGY|COMPLETION_LEGACY,G,,prevents immediate common failure but introduces maintenance/security tradeoff.,"module space, inspection, uneven reliability.",,"`G — bounded open/certified hybrid, later replacement still needed`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000058,docs/09_collection/ga2-collection-registry-v1.md#G2-S06,docs/09_collection/ga2-collection-registry-v1.md,286,GA2,"First Ship Hull, Module and Systems Targets",G2-S06,Frame Bay 1 / 07 Cradle,NC-CL-R-000174|NC-CL-R-000175|NC-CL-R-000176,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C5,C5|C2,SYNERGY|COMPLETION_LEGACY,G,E115–121.,07 launch/recovery.,workshop/heat/crew and one active frame only.,,`G`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,SPECIALIST_CORRECTED,Automated provisional split; category-agent and PM semantic review required,PM_MERGE_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000059,docs/09_collection/ga2-collection-registry-v1.md#G2-S07,docs/09_collection/ga2-collection-registry-v1.md,300,GA2,"First Ship Hull, Module and Systems Targets",G2-S07,Partial Bay 2 / Relay-Service Collar,NC-CL-R-000177|NC-CL-R-000178|NC-CL-R-000179,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C3,C3|C5,DISCOVERY|ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,E138–160 joint claim.,,"cargo/hab loss, labor/revenue/protection obligation.",,`G/R — service capability prioritized over second elite combat frame`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000060,docs/09_collection/ga2-collection-registry-v1.md#G2-S08,docs/09_collection/ga2-collection-registry-v1.md,317,GA2,"First Ship Hull, Module and Systems Targets",G2-S08,Workshop Module,NC-CL-R-000180|NC-CL-R-000181|NC-CL-R-000182,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C3,C3|C5,SYNERGY|COMPLETION_LEGACY,G,,ship/frame repair and standard testing.,"power, heat, crew, less refugee/cargo space.",,`G`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000061,docs/09_collection/ga2-collection-registry-v1.md#G2-S09,docs/09_collection/ga2-collection-registry-v1.md,331,GA2,"First Ship Hull, Module and Systems Targets",G2-S09,Medical/Refugee Conversion Package,NC-CL-R-000183|NC-CL-R-000184,STATE_TRANSITION|LOSS_OBLIGATION,C3,C3|C5,DISCOVERY|SYNERGY|COMPLETION_LEGACY,C,,,"workshop/cargo reduction, water/air, debt and inspection.",,`C/G/L — used for convoy; final module configuration open`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000062,docs/09_collection/ga2-collection-registry-v1.md#G2-S10,docs/09_collection/ga2-collection-registry-v1.md,348,GA2,"First Ship Hull, Module and Systems Targets",G2-S10,Relay Calibration Package,NC-CL-R-000185|NC-CL-R-000186|NC-CL-R-000187,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C3,C3|C5|C6,DISCOVERY|ACQUISITION|SYNERGY|COMPLETION_LEGACY,G,parts and service Authority D E154–160.,Silex limited stabilization.,"sensitive keys, specialized crew, political claims.",,`G — damaged/expended or still limited after Silex`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000063,docs/09_collection/ga2-collection-registry-v1.md#G2-S11,docs/09_collection/ga2-collection-registry-v1.md,365,GA2,"First Ship Hull, Module and Systems Targets",G2-S11,Multi-Signature Comms and Identity Overlay,NC-CL-R-000188|NC-CL-R-000189|NC-CL-R-000190,STATE_TRANSITION|LOSS_OBLIGATION|NARRATIVE_PROMISE,C5,C5,SYNERGY|COMPLETION_LEGACY,G,E108–121 by S-001/Neutral/Imperial/ship crew.,"route authentication, passenger/evidence, anti-spoofing.",no single fast override; metadata and audit exposure.,,`G`.,,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
NC-CL-S-000064,docs/09_collection/ga2-collection-registry-v1.md#G2-S12,docs/09_collection/ga2-collection-registry-v1.md,379,GA2,"First Ship Hull, Module and Systems Targets",G2-S12,Recycler Upgrade or Vela Biological Module,NC-CL-R-000191|NC-CL-R-000192|NC-CL-R-000193,ENTITY|STATE_TRANSITION|LOSS_OBLIGATION,C3,C3|C5,DISCOVERY|SYNERGY|COMPLETION_LEGACY,C,optional contract/mission reward E122–185.,increases endurance/passenger safety.,module/maintenance/biological dependency.,,"`C/G — one capacity improvement, not unlimited passengers`.",,UNRESOLVED,UNRESOLVED,UNKNOWN,UNRESOLVED,UNRESOLVED,HEURISTIC_PROVISIONAL,Automated provisional split; category-agent and PM semantic review required,CATEGORY_REVIEW_REQUIRED|ENTITY_MERGE_REQUIRED,NONE
